# domain	code	models	message
H	0701210000020011	-	AMS B slot 2 pulls filament back to AMS timeout.
H	0701210000020012	-	AMS B slot 2 feeder unit motor is stalled, cannot rotate the spool.
H	0701210000020013	-	AMS B slot 2 feeder unit motor has no signal, which may be due to poor contact in the motor connector or a motor fault.
H	0701210000020014	-	AMS B slot 2 filament odometer has no signal, which may be due to poor contact in the odometer connector or a odometer fault.
H	0701210000020015	-	AMS B slot 2 filament status is abnormal, which may be due to a filament breakage inside the AMS.
H	0701210000020016	-	AMS B slot 2 assist motor has slipped. Please pull out the filament, cut off the worn part, and then try again.
H	0701210000020017	-	AMS B slot 2 assist motor is stalledï¼Œdue to excessive resistance in the tube between AMS and the printer.
H	0701210000020018	-	AMS B slot 2 assist motor is stalledï¼Œdue to excessive resistance in the tube near AMS.
H	0701210000020019	-	AMS B slot 2 assist motor is stalledï¼Œdue to excessive resistance in the tube between AMS and the filament buffer.
H	0701210000020020	-	AMS B slot 2 assist motor is stalledï¼Œdue to excessive resistance in the tube near the filament bufferã€‚
H	0701210000020021	-	AMS B slot 2 assist motor is stalledï¼Œdue to excessive resistance in the tube between the filament buffer and the toolhead.
H	0701210000020022	-	AMS B slot 2 assist motor is stalledï¼Œdue to excessive resistance in the tube near the toolhead.
H	0701210000020023	-	AMS B slot 2 the tube inside the AMS is broken, or feed-out hall sensor is faulty and cannot detect the filament.
H	0701210000020024	-	AMS B slot 2 failed to rotate the filament spool when pulling filament back to AMS.
H	0701210000020025	-	AMS B slot 2 feed resistance is too high. Please reduce the feed resistance, decrease the rotation resistance of the spool, and avoid having the filament tube too long and excessively bent.
H	0701210000020057	-	The RFID-tag on AMS B Slot 2 cannot be identified.
H	0701210000030001	-	AMS B Slot 2 filament has run out. Please wait while old filament is purged.
H	0701210000030002	-	AMS B Slot 2 filament has run out and automatically switched to the slot with the same filament.
H	0701220000010081	-	Failed to read the filament information from AMS B slot 3. The AMS main board may be malfunctioning.
H	0701220000010082	-	Failed to read the filament information from AMS B slot 3. A third party RFID tag was detected.
H	0701220000010083	-	Failed to read the filament information from AMS B slot 3. The RFID tag may be damaged.
H	0701220000010084	-	Failed to read the filament information from AMS B slot 3. The RFID tag may be damaged or positioned at the edge of the RFID detection device. Please remove 5cm filament and try again.
H	0701220000010085	-	Failed to read the filament information from AMS B slot 3. RFID tag verification failed. You can try to use Bambu Lab filament.
H	0701220000010086	-	Failed to read the filament information from AMS B slot 3. The RFID tag cannot rotate due to a jam during the filament loading or unloading. Please pull out the filament and try again.
H	0701220000020001	-	AMS B Slot 3 filament has run out. Please insert a new filament.
H	0701220000020002	-	AMS B Slot 3 is empty; please insert a new filament.
H	0701220000020003	-	AMS B Slot 3's filament may be broken in AMS.
H	0701220000020004	-	AMS B Slot 3 filament may be broken in the tool head.
H	0701220000020005	-	AMS B Slot 3 filament has run out, and purging the old filament went abnormally; please check whether the filament is stuck in the tool head.
H	0701220000020006	-	AMS B has detected a breakage of the PTFE tube during filament loading. Please check whether the PTFE tubes inside and outside the AMS have fallen off or been damaged.
H	0701220000020007	-	AMS B Slot 3 feed-out Hall sensor is disconnected. The connector may have poor contact.
H	0701220000020008	-	AMS B Slot 3 feed-in Hall sensor is disconnected, which may be due to poor connector contact.
H	0701220000020009	-	Failed to extrude AMS B Slot 3 filament; the extruder may be clogged or the filament may be too thin, causing the extruder to slip.
H	070122000002000A	-	Failed to adjust the filament position of AMS B Slot 3. The filament or buffer may be stuck.
H	0701220000020010	-	AMS B slot 3 feeds filament out of AMS timeout.
H	0701220000020011	-	AMS B slot 3 pulls filament back to AMS timeout.
H	0701220000020012	-	AMS B slot 3 feeder unit motor is stalled, cannot rotate the spool.
H	0701220000020013	-	AMS B slot 3 feeder unit motor has no signal, which may be due to poor contact in the motor connector or a motor fault.
H	0701220000020014	-	AMS B slot 3 filament odometer has no signal, which may be due to poor contact in the odometer connector or a odometer fault.
H	0701220000020015	-	AMS B slot 3 filament status is abnormal, which may be due to a filament breakage inside the AMS.
H	0701220000020016	-	AMS B slot 3 assist motor has slipped. Please pull out the filament, cut off the worn part, and then try again.
H	0701220000020017	-	AMS B slot 3 assist motor is stalledï¼Œdue to excessive resistance in the tube between AMS and the printer.
H	0701220000020018	-	AMS B slot 3 assist motor is stalledï¼Œdue to excessive resistance in the tube near AMS.
H	0701220000020019	-	AMS B slot 3 assist motor is stalledï¼Œdue to excessive resistance in the tube between AMS and the filament buffer.
H	0701220000020020	-	AMS B slot 3 assist motor is stalledï¼Œdue to excessive resistance in the tube near the filament bufferã€‚
H	0701220000020021	-	AMS B slot 3 assist motor is stalledï¼Œdue to excessive resistance in the tube between the filament buffer and the toolhead.
H	0701220000020022	-	AMS B slot 3 assist motor is stalledï¼Œdue to excessive resistance in the tube near the toolhead.
H	0701220000020023	-	AMS B slot 3 the tube inside the AMS is broken, or feed-out hall sensor is faulty and cannot detect the filament.
H	0701220000020024	-	AMS B slot 3 failed to rotate the filament spool when pulling filament back to AMS.
H	0701220000020025	-	AMS B slot 3 feed resistance is too high. Please reduce the feed resistance, decrease the rotation resistance of the spool, and avoid having the filament tube too long and excessively bent.
H	0701220000020057	-	The RFID-tag on AMS B Slot 3 cannot be identified.
H	0701220000030001	-	AMS B Slot 3 filament has run out. Please wait while old filament is purged.
H	0701220000030002	-	AMS B Slot 3 filament has run out and automatically switched to the slot with the same filament.
H	0701230000010081	-	Failed to read the filament information from AMS B slot 4. The AMS main board may be malfunctioning.
H	0701230000010082	-	Failed to read the filament information from AMS B slot 4. A third party RFID tag was detected.
H	0701230000010083	-	Failed to read the filament information from AMS B slot 4. The RFID tag may be damaged.
H	0701230000010084	-	Failed to read the filament information from AMS B slot 4. The RFID tag may be damaged or positioned at the edge of the RFID detection device. Please remove 5cm filament and try again.
H	0701230000010085	-	Failed to read the filament information from AMS B slot 4. RFID tag verification failed. You can try to use Bambu Lab filament.
H	0701230000010086	-	Failed to read the filament information from AMS B slot 4. The RFID tag cannot rotate due to a jam during the filament loading or unloading. Please pull out the filament and try again.
H	0701230000020001	-	AMS B Slot 4 filament has run out. Please insert a new filament.
H	0701230000020002	-	AMS B Slot 4 is empty; please insert a new filament.
H	0701230000020003	-	AMS B Slot 4's filament may be broken in AMS.
H	0701230000020004	-	AMS B Slot 4 filament may be broken in the tool head.
H	0701230000020005	-	AMS B Slot 4 filament has run out, and purging the old filament went abnormally; please check whether the filament is stuck in the tool head.
H	0701230000020006	-	AMS B has detected a breakage of the PTFE tube during filament loading. Please check whether the PTFE tubes inside and outside the AMS have fallen off or been damaged.
H	0701230000020007	-	AMS B Slot 4 feed-out Hall sensor is disconnected. The connector may have poor contact.
H	0701230000020008	-	AMS B Slot 4 feed-in Hall sensor is disconnected, which may be due to poor connector contact.
H	0701230000020009	-	Failed to extrude AMS B Slot 4 filament; the extruder may be clogged or the filament may be too thin, causing the extruder to slip.
H	070123000002000A	-	Failed to adjust the filament position of AMS B Slot 4. The filament or buffer may be stuck.
H	0701230000020010	-	AMS B slot 4 feeds filament out of AMS timeout.
H	0701230000020011	-	AMS B slot 4 pulls filament back to AMS timeout.
H	0701230000020012	-	AMS B slot 4 feeder unit motor is stalled, cannot rotate the spool.
H	0701230000020013	-	AMS B slot 4 feeder unit motor has no signal, which may be due to poor contact in the motor connector or a motor fault.
H	0701230000020014	-	AMS B slot 4 filament odometer has no signal, which may be due to poor contact in the odometer connector or a odometer fault.
H	0701230000020015	-	AMS B slot 4 filament status is abnormal, which may be due to a filament breakage inside the AMS.
H	0701230000020016	-	AMS B slot 4 assist motor has slipped. Please pull out the filament, cut off the worn part, and then try again.
H	0701230000020017	-	AMS B slot 4 assist motor is stalledï¼Œdue to excessive resistance in the tube between AMS and the printer.
H	0701230000020018	-	AMS B slot 4 assist motor is stalledï¼Œdue to excessive resistance in the tube near AMS.
H	0701230000020019	-	AMS B slot 4 assist motor is stalledï¼Œdue to excessive resistance in the tube between AMS and the filament buffer.
H	0701230000020020	-	AMS B slot 4 assist motor is stalledï¼Œdue to excessive resistance in the tube near the filament bufferã€‚
H	0701230000020021	-	AMS B slot 4 assist motor is stalledï¼Œdue to excessive resistance in the tube between the filament buffer and the toolhead.
H	0701230000020022	-	AMS B slot 4 assist motor is stalledï¼Œdue to excessive resistance in the tube near the toolhead.
H	0701230000020023	-	AMS B slot 4 the tube inside the AMS is broken, or feed-out hall sensor is faulty and cannot detect the filament.
